Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2477,11052080,"Igor Popovic","2023-12-20 15:56:08",5.5622,1,igorpopovic
2478,11136004,anasseberahab,"2023-10-29 11:21:11",5.5624,2,xahidx
2479,11135450,JA23,"2023-12-20 19:45:12",5.5624,2,"ardjen,jasperrou"
2480,11061637,"Xin Xin","2023-11-02 02:57:40",5.5627,2,xinnix
2481,11263316,manev100,"2023-12-09 23:17:02",5.5628,2,manev100
2482,11265322,martine,"2023-11-19 12:06:15",5.5628,1,martine
2483,11090959,"Aniket and Shreyansh","2023-11-16 07:45:49",5.5632,2,"anki087,shreyansh04"
2484,11126705,"S. Kaji","2023-11-18 14:55:09",5.5635,2,shinka
2485,11053128,dsvoon,"2023-12-12 03:52:25",5.5639,2,dsvoon
2486,11037104,"Vlad #3","2023-12-20 17:26:26",5.5647,2,vladkamanov
2487,11061086,"Tyrell To","2023-10-13 05:32:29",5.5647,1,tyrellto
2488,11295021,"Tomato Booster","2023-11-27 18:09:21",5.5651,2,tomatobuster
2489,10967151,zzzzz,"2023-10-30 15:56:04",5.5656,1,huangzchao
2490,10953649,"Mikołaj Hojda","2023-10-26 10:45:13",5.5656,2,mikolajhojda
2491,11032760,"Zachary Ружинов","2023-12-18 11:43:50",5.5660,2,zaczac
2492,10969839,MissYu,"2023-12-18 04:13:51",5.5661,2,missyu
2493,11066690,rw-nue,"2023-10-14 11:30:20",5.5662,1,novatrade
2494,11272776,"Svyatoslav Sokolov","2023-11-23 19:57:53",5.5668,2,svyatoslavsokolov
2495,11334515,"Yuan Xue #2","2023-12-08 16:15:44",5.5668,2,yuanxue83
2496,11025358,"Aman Agrawal","2023-10-19 10:16:55",5.5671,1,amagrawal
2497,11135471,Henry,"2023-12-17 12:24:06",5.5672,2,henryt123
2498,11251887,"Arman Yanpi","2023-12-10 17:25:04",5.5672,2,aspiryn
2499,10955303,MMH,"2023-11-23 15:12:05",5.5676,2,marshallmunschh
2500,11019491,"Kunal Gargmm","2023-10-19 08:16:13",5.5678,2,kunalgargmm
2501,11134634,Robin,"2023-11-09 10:13:16",5.5684,2,yuanpeng
2502,11135399,"Yaswanthi Ch","2023-10-26 12:26:55",5.5684,1,yaswanthich
2503,11141106,"Charishma Vemula","2023-10-27 11:44:54",5.5684,1,charishmavemula
2504,11019405,Winwin,"2023-12-13 13:50:44",5.5684,2,"builderlym,ziyangemory"
2505,10952738,BlueCast,"2023-12-07 06:22:48",5.5685,2,thomasmeiner
2506,11324215,Rajat,"2023-12-07 06:16:06",5.5685,2,rajatghosh
2507,11306576,thirdlf,"2023-12-04 01:53:42",5.5687,1,thirdlf
2508,11319892,dice7077,"2023-12-04 23:54:59",5.5687,2,card7077
2509,10946549,zbddl,"2023-12-20 16:26:57",5.5695,2,shuonanli
2510,11090233,WanomiR,"2023-10-25 08:04:46",5.5697,1,wanomir
2511,10947035,"Sedat GOLGİYAZ","2023-12-17 21:38:52",5.5698,2,sedatgolgyaz
2512,10978736,codefluence,"2023-12-20 16:45:11",5.5698,2,codefluence
2513,11331141,"Muhammad Ega","2023-12-01 16:57:54",5.5705,1,muhammadegaa
2514,11027252,xxxxxuan,"2023-12-02 07:06:07",5.5705,1,xxyxxx
2515,11334306,"Tongmeng Xie","2023-12-02 18:44:27",5.5705,2,tongmengxie
2516,10962667,AppleBlossom,"2023-12-02 23:24:09",5.5705,2,"del=f0728668d4ff2e94,diveshuttam"
2517,11271743,"Antonio Pan Tang","2023-12-04 03:53:17",5.5705,2,antoniopantang
2518,11328572,"Money Maker","2023-12-03 01:29:56",5.5705,1,"mangosata,yuchuanliinfi"
2519,11337049,C.X.Code,"2023-12-03 10:16:53",5.5705,1,cxcode
2520,11074653,Pain,"2023-10-16 02:28:29",5.5708,1,mehdi0694
2521,11151909,617,"2023-12-20 22:42:45",5.5712,2,"clairelqf,jerickshi"
2522,10962998,hharrati,"2023-10-24 09:32:17",5.5713,1,hharrati
2523,11370717,coffeecantea,"2023-12-12 15:24:34",5.5715,2,coffeecantea
2524,11308195,Topson,"2023-11-27 11:15:12",5.5719,2,neteaseyoga
2525,11100641,stupid-topson,"2023-11-27 10:52:15",5.5720,2,googleyoga
2526,11038030,"yunyan li","2023-11-01 12:37:08",5.5734,1,yunyanli
2527,11041856,IST-AML-10-DummyVariables,"2023-12-19 01:37:55",5.5738,1,"ccmartins,joaocalmeiro"
2528,11054386,"Brian Wei Hao Ma","2023-12-09 15:51:25",5.5739,2,"anthonytam54211217,aussieseaweed,brianweihaoma"
2529,10946993,Viji,"2023-12-20 07:26:05",5.5745,2,viji1609
2530,11387921,"Andrew Stietzel","2023-12-20 22:24:21",5.5746,2,andrewstietzel
2531,10944942,"Saeed Akbarshahi","2023-11-07 19:30:49",5.5750,2,saeedshahi
2532,11070592,"Viral Doshi","2023-10-19 12:28:27",5.5763,1,viraldoshi1906
2533,11117113,Aarsh_2101,"2023-11-16 20:10:36",5.5763,1,aarsh2101
2534,11037764,taiki_murakami,"2023-12-16 03:54:03",5.5764,1,taikimurakami
2535,11073126,"ren zhu","2023-11-27 18:05:21",5.5779,2,charlesrenzhu
2536,10987864,"Oleg Zagorulko","2023-11-30 15:21:58",5.5786,2,altersystem
2537,11091959,Jump_ok,"2023-10-30 13:02:53",5.5787,1,jumpok
2538,11374846,baseline探索者,"2023-12-12 06:46:36",5.5787,1,qaz992030
2539,11030103,"Shashwat Jangitwar","2023-10-16 08:53:32",5.5788,2,shashwatjangitwar
2540,10976456,Sjw,"2023-12-04 01:35:23",5.5789,2,shuaijw980108
2541,11193483,DataMosh,"2023-12-20 11:56:24",5.5791,1,mylonasc
2542,11083639,猫不爱喝可乐,"2023-12-19 09:09:34",5.5799,2,catnotlikecoca
2543,11116206,Alina_CraM,"2023-12-04 19:47:21",5.5801,2,alinacram
2544,10993396,Mulasame,"2023-12-20 12:53:10",5.5808,2,mulasame
2545,11088051,pure_quants,"2023-11-16 11:45:32",5.5808,2,"kirillzotkin7,michaelshl"
2546,11335627,dcrescim,"2023-12-15 15:48:20",5.5812,2,"dcrescim,rcrspeed3"
2547,10962900,luckybabe,"2023-12-07 02:53:39",5.5823,2,"luckybabe,shengweizhang01"
2548,11233400,SunnyDuan,"2023-11-20 03:32:13",5.5825,2,sunnyddelight
2549,11114238,David,"2023-10-25 07:11:45",5.5828,2,aidavid
2550,11295415,"[Deleted] d45ba010-4b43-4534-afa9-492eadad1d31","2023-11-25 08:13:10",5.5838,1,del=8237d245ada820ff
2551,11040999,"Prosotas dubiosa","2023-12-20 19:41:00",5.5852,1,prosotasdubiosa
2552,11240576,xuweichen2,"2023-12-07 18:59:52",5.5858,1,xuweichen2
2553,11311519,"LINDSEY JACOBS","2023-11-27 05:22:50",5.5867,2,"evaluna0,lindseyjacobs,whatitdew"
2554,11097631,hb,"2023-11-09 22:31:41",5.5870,2,hakimbazet
2555,11167921,"Kunal Kartik","2023-11-01 15:31:54",5.5872,1,kunalkartik
2556,11288520,Yuang666,"2023-11-23 06:44:48",5.5877,1,yuang666
2557,11336073,"Arjun Madana","2023-12-17 22:38:16",5.5881,2,arjunma
2558,11368087,agnya,"2023-12-20 19:57:30",5.5884,2,"jatayu04,undecipherable"
2559,10975832,"Mai Trong Nghia","2023-10-31 07:22:30",5.5888,1,looook
2560,11166497,tyuifghiop,"2023-12-08 04:10:39",5.5889,2,yugonagatake
2561,10948260,"haoqiang zhu","2023-10-10 07:51:51",5.5890,1,haoqiangzhu888
2562,11035832,"Erwin Huizenga","2023-12-14 19:09:31",5.5893,1,erwinh
2563,11179073,Cristovam,"2023-11-06 13:22:12",5.5903,1,cristovam
2564,11006457,"Alexander Evdokimov","2023-10-10 13:43:16",5.5904,1,"del=feaac5f3bd072962,rtkli91,snakerzr"
2565,11373615,yarkhom,"2023-12-20 18:42:53",5.5907,2,yarkhom
2566,11048243,dev_xeonz,"2023-11-07 22:10:46",5.5912,1,devxeonz
2567,11344559,"Pranjay Sidhwani ","2023-12-20 06:14:47",5.5913,1,pranjaysidhwani
2568,11135507,"Alan Nggg","2023-10-26 14:58:15",5.5914,1,alannggg
2569,10986796,Tzwetomir,"2023-10-09 15:32:23",5.5927,1,zez123
2570,11008817,FlagrantPython,"2023-11-19 03:59:26",5.5930,2,flagrantpython
2571,11045237,"Ernesto Budia","2023-11-01 10:41:36",5.5932,2,ebudia
2572,11203130,"Oliver Walker","2023-11-07 11:59:13",5.5938,1,oliverwalker1
2573,11072748,Developer,"2023-11-19 20:27:38",5.5940,2,cooler6135
2574,10956465,dscha84,"2023-12-17 22:35:40",5.5940,2,dscha84
2575,11341789,HOLYLIGHTCHASER,"2023-12-11 06:52:20",5.5948,1,"holylightchaser,hwyii126"
2576,10945020,"Manu 291","2023-10-02 16:53:53",5.5954,2,manu291
2577,11112698,river1280,"2023-12-07 09:34:01",5.5954,2,river1280
2578,11110725,"Qiang Chen","2023-12-20 14:38:17",5.5955,1,qiangchen666
2579,11315504,wait-a-sec,"2023-12-13 02:44:15",5.5957,2,waitasec
2580,11229483,"Frank Fingerman","2023-11-11 20:58:36",5.5958,2,frankfingerman
2581,11110992,EthanW1024,"2023-10-23 14:08:30",5.5961,1,ethanw1024
2582,11003656,"Xi Hu","2023-11-08 02:30:01",5.5965,2,itachihuxi1984
2583,10966661,"Cheng Zeng","2023-11-24 13:19:39",5.5969,2,"sephirose,zlzxzzdzzh"
2584,10975355,holmesxiao,"2023-10-17 10:00:19",5.5985,2,holmesxiao
2585,10966953,Gojo,"2023-09-25 16:19:06",5.5985,2,yoloxo
2586,10978295,Tien-Thinh,"2023-09-28 13:33:41",5.5993,2,tienthinh
2587,10978471,"Joel #2","2023-09-27 20:34:03",5.5993,2,joelekstr
2588,10955176,rahulmen,"2023-10-03 01:12:27",5.5997,2,rahulmen
2589,11002182,"Pranshu Bahadur","2023-12-18 19:30:37",5.5998,1,pranshubahadur
2590,10973243,elkvnzp,"2023-09-26 20:09:59",5.5998,1,elkvnzp
2591,11340271,"Ivan Granzotto","2023-12-08 01:44:32",5.5998,2,ivangranzotto
2592,11335433,"Alex Norton","2023-12-20 21:58:22",5.5999,2,nortontok
2593,11062187,"Tapan Karnik","2023-10-19 06:58:56",5.6003,2,psydelix
2594,11136546,FilthySplash,"2023-11-11 00:25:57",5.6003,2,yunleilu
2595,11109094,AAGL,"2023-11-16 05:02:28",5.6003,1,elzaralian
2596,11050396,Beginner,"2023-11-18 14:07:18",5.6003,1,taotianp
2597,11306361,xxydpcsg,"2023-12-02 21:41:37",5.6003,2,xxydpcsg
2598,10954124,nikscottW,"2023-12-09 13:53:41",5.6003,2,nikscottw
2599,11295545,zezhang1981,"2023-12-20 14:57:06",5.6003,2,zezhang1981
2600,10992500,kryptonX,"2023-12-06 18:18:47",5.6006,1,ishrakjahanratul
2601,10975913,lx88,"2023-12-08 08:12:50",5.6009,1,xstt201
2602,11034274,"Justyna Kubot","2023-11-05 18:35:09",5.6021,1,"albertcousin13,andreivanghel,justynakubot,smigol684"
2603,11209061,CJM,"2023-11-20 00:37:28",5.6024,1,cchoijjeongmmin
2604,10959666,ronnie,"2023-09-25 16:39:45",5.6025,1,ahzuuu
2605,10975609,"Simranjeet Singh","2023-10-07 04:56:03",5.6027,1,simranjeetsingh1430
2606,11334169,"Huibin Luo","2023-12-12 01:15:47",5.6027,2,huibinluo
2607,11040047,philipanish011,"2023-10-19 16:42:45",5.6030,1,philipanish011
2608,11367442,"Little Patrice","2023-12-20 01:21:46",5.6030,2,littlepatrice
2609,11166283,"Bruno Fazzani","2023-11-07 06:44:28",5.6030,2,bfazzani
2610,11327834,Sathya,"2023-12-11 20:22:41",5.6031,2,umamaheswarimonday
2611,11071348,"Maharshi Uprit","2023-10-19 10:05:11",5.6031,1,maharshiuprit
2612,11039025,MonoTough,"2023-12-18 07:03:21",5.6031,2,monotough
2613,10945140,"Aryan V S","2023-09-20 23:01:47",5.6031,2,aryanvs
2614,10950274,"Abraham Rabinowitz","2023-09-25 16:03:58",5.6031,2,abrahamrabinowitz
2615,11012210,"Yagiz Olmez","2023-10-09 02:12:13",5.6031,2,yagizolmez
2616,11039881,Retrograde,"2023-10-09 16:07:45",5.6031,2,"grantstevens,wolgast1"
2617,11195395,"Michael Twiton","2023-11-07 12:21:59",5.6031,2,michaeltwiton
2618,11385359,"Rich He","2023-12-19 22:20:52",5.6031,2,greenmtn
2619,10968612,LarryTao,"2023-12-20 14:47:36",5.6031,2,"catherineshen08,larrytao"
2620,10948707,"Ildefons Magrans","2023-09-22 12:43:09",5.6031,1,ildefons
2621,10991429,"michelangelo saveriano","2023-10-07 09:41:24",5.6031,2,msaveriano
2622,11221487,ly_tree,"2023-12-20 05:12:46",5.6032,2,ly2021214587
2623,10958962,Alexander4127,"2023-09-23 18:31:35",5.6032,1,alexander4127
2624,10972256,"Guillermo Dominguez Temboury","2023-09-30 10:46:14",5.6032,1,guilledt00
2625,11233096,"Caleb Ellington","2023-11-12 22:09:24",5.6032,2,celling
2626,11233436,"Zack Ellington","2023-11-12 22:40:11",5.6032,2,zackellington
2627,11078638,"Tom P.","2023-11-21 17:24:00",5.6032,2,demoni
2628,11296246,Artenchik,"2023-11-24 17:43:44",5.6032,2,artenchik
2629,11315748,chrisieh,"2023-11-28 17:45:13",5.6032,2,cdeutsch
2630,10949007,navybluegrey,"2023-12-20 15:59:04",5.6032,2,"dddannn,navybluegrey"
2631,11046285,RMMJ,"2023-10-10 12:46:06",5.6032,1,ruijaulino
2632,11174808,Nicolaj,"2023-11-02 14:01:50",5.6032,2,nmuhlbach
2633,11225681,"Blake Conrad","2023-11-15 20:47:50",5.6032,1,blakeconrad
2634,11088260,Kagganana,"2023-11-08 00:44:58",5.6032,2,"danhelo,juansabogal,kiaragonzalez"
2635,11121429,"Sumit Phogat","2023-12-08 03:13:58",5.6032,2,"kripalsinghbamel,tortoise05"
2636,11382185,pinky1234,"2023-12-20 20:04:38",5.6032,2,pinky1234
2637,11324195,"Cyrus team","2023-12-17 13:17:18",5.6032,1,"super0baby,xunjiaaa"
2638,11016675,txwdsjw,"2023-12-02 15:21:15",5.6032,2,txwdsjw
2639,11306877,maskerMBIT,"2023-11-27 08:49:23",5.6032,2,maskermbit
2640,11206480,IanTaiAhn1,"2023-11-25 23:19:44",5.6033,1,iantaiahn1
2641,11317841,"Rhythm Matchiswala","2023-11-29 05:00:28",5.6033,2,rhythmmatchiswala
2642,10974987,Elvish,"2023-10-23 12:46:32",5.6033,2,elvtsao
2643,11232289,"Matej Havelka","2023-11-15 21:36:06",5.6034,1,matejhavelka
2644,10969534,"Rosemary Koikara","2023-12-05 05:56:34",5.6034,1,rosemarykoikara
2645,11102696,SsojuX2,"2023-11-16 02:56:22",5.6034,2,ssojux2
2646,11205749,NUSMandarinDebateTeam,"2023-11-12 15:09:02",5.6035,2,"moondowntown,qiuhongqing,wuzhiyu1129"
2647,11150494,qwertg12345,"2023-11-29 07:34:32",5.6035,2,qwertg12345
2648,11273327,"Patrice Chen","2023-12-19 07:50:14",5.6035,2,patricechen
2649,11224154,"Ivan Krokhalyov","2023-11-23 21:57:30",5.6035,2,kroha5
2650,10954479,"Francium Lee","2023-11-08 14:46:21",5.6036,2,xbllzf
2651,11296000,interests,"2023-12-02 19:43:01",5.6036,1,interests
2652,10954854,"Ethan Reid","2023-12-03 23:59:08",5.6036,2,ethanreid
2653,10946075,yangxze,"2023-09-21 02:58:18",5.6036,1,yangxze
2654,10947974,herosws,"2023-09-21 10:38:46",5.6036,1,herosws
2655,10949153,"Ibuki OKUDA","2023-09-21 15:50:43",5.6036,1,ibukiokuda
2656,10949593,"Marcos Martins Marchetti","2023-09-21 19:15:32",5.6036,2,mmmarchetti
2657,10951436,wuhu648648,"2023-09-22 02:48:31",5.6036,1,wuhu648648
2658,10953838,"Gopalakrishnan Kumar","2023-09-22 13:14:00",5.6036,2,gopalakrishnankumar
2659,10953827,JGab,"2023-09-22 13:19:34",5.6036,1,jessicagabriel
2660,10954371,"Ee Heng Chen","2023-09-22 19:13:46",5.6036,1,eehengchen
2661,10955386,"Ming Fong","2023-09-22 21:11:08",5.6036,1,evilpegasus
2662,10956186,"Shaif Chowdhury","2023-09-23 04:15:17",5.6036,1,shaifchowdhury
2663,10945552,"Adeptus Mechanicus","2023-09-23 05:11:32",5.6036,1,xu94nlp
2664,10956178,Kido,"2023-09-23 05:11:43",5.6036,1,shotaff
2665,10956179,"tao young1","2023-09-23 05:35:31",5.6036,1,taoyoung1
2666,10948463,"Yong Ming-Jia","2023-09-23 06:01:38",5.6036,1,ymingj
2667,10947893,3--E,"2023-09-23 11:59:15",5.6036,2,luciousstaty
2668,10947509,NeuralNetCheerSquad,"2023-09-23 12:01:50",5.6036,1,kv1234567
2669,10959183,Gilchus,"2023-09-23 19:44:07",5.6036,1,luisgilch
2670,10951832,meow,"2023-09-23 23:08:54",5.6036,1,tangzq
2671,10959858,"Jash Dubal","2023-09-24 04:41:52",5.6036,2,jashdubal
2672,11166972,zyzhang2001,"2023-09-24 04:43:39",5.6036,1,"hehyneolp,tanxiaozhou,zyzhang2001"
2673,10960308,"Nishit Kaul","2023-09-24 07:46:33",5.6036,2,nishitkaul88
2674,10948259,"[Deleted] f6657053-aa22-4674-bf7a-fbc5d3c1fd07","2023-09-27 12:22:11",5.6036,2,del=6752eee36f7b83b1
2675,10962230,ikosikos,"2023-09-24 15:29:52",5.6036,1,sokifukuda
2676,10950612,javifalces,"2023-09-24 19:25:52",5.6036,1,reivaj117
2677,10959449,"Akshay Kumar","2023-09-24 20:08:44",5.6036,1,akshaykumar822
2678,10962590,"Satoshi Kamiyama","2023-09-25 01:00:20",5.6036,1,mtdeity
2679,10961378,pk1997,"2023-09-25 16:10:09",5.6036,1,pavankirigeri
2680,10960481,"Random Void","2023-09-25 23:26:39",5.6036,2,kelvintenata
2681,10961360,"Wenxiao Sun","2023-09-26 01:08:55",5.6036,1,henrysun
2682,10951562,wuzhiqiang01,"2023-09-26 04:12:40",5.6036,1,wuzhiqiang01
2683,10966172,Ahmed,"2023-09-26 12:22:33",5.6036,1,uakhan
2684,10972145,"Akmal Azzam o'g'li","2023-09-26 12:53:50",5.6036,1,akmalmir
2685,10972789,"Sid Pothuganti","2023-09-26 15:34:48",5.6036,1,sidpothu
2686,10972599,gmobaz,"2023-09-26 15:49:19",5.6036,1,gmobaz
2687,10972652,DanielHuang,"2023-09-28 11:32:48",5.6036,2,wangweiyuan
2688,10961563,ruma3ruma3,"2023-09-30 07:39:33",5.6036,2,ruma3ruma3
2689,10970984,D.Kubota,"2023-11-24 23:01:50",5.6036,2,daiki00
2690,10970869,"Kornel Szabo","2023-09-28 10:15:51",5.6036,1,"kornelszabo,pguyard"
2691,10981803,"Chan ","2023-09-28 12:24:25",5.6036,1,chan4265597
2692,10953227,"Marc Parker","2023-09-28 13:57:09",5.6036,1,"bennichollsmindlin,benwills123,camerontss,marcdparker,petroschatzopoulos"
2693,10950878,"Bar Haim","2023-09-28 21:48:33",5.6036,1,mynameisbar
2694,10951396,Hsinyuu,"2023-09-29 02:28:40",5.6036,2,hsinyuu
2695,10951257,"James Chun","2023-09-29 05:10:51",5.6036,1,zechv000
2696,10985601,"JIAXI WANG","2023-09-29 07:13:53",5.6036,1,wjxtsw68
2697,10949400,"Max Karachun","2023-09-29 13:15:34",5.6036,1,maxkarachun
2698,10974003,"Mark Dorn","2023-10-01 13:40:57",5.6036,2,markdorn
2699,10991703,"Alen Kaja","2023-09-30 15:59:34",5.6036,1,alenkaja
2700,10992959,huaxuanwen,"2023-10-01 00:02:16",5.6036,2,huaxuanwen
2701,10993796,"Bhavesh Padharia","2023-10-01 09:59:23",5.6036,1,bhavesh1335
2702,10948511,"Stella Wood","2023-10-01 11:34:22",5.6036,1,stellawood
2703,10993834,hwii,"2023-10-01 12:18:46",5.6036,2,hwii998
2704,10988325,"Harshiv Shah","2023-10-01 13:36:24",5.6036,1,"gjyotin1724,harshivshah"
2705,10950074,"Khoi Hoang","2023-10-01 18:56:02",5.6036,1,khoihd1711
2706,10993385,Conweezy,"2023-10-01 20:20:29",5.6036,1,conweezy
2707,10997148,nov3630,"2023-10-02 02:47:58",5.6036,1,nov3630
2708,10946757,"Rao min","2023-10-02 03:33:51",5.6036,1,raomin
2709,10964985,Fibre,"2023-10-02 03:44:21",5.6036,2,"pwq0505,simplegift,stellawyy"
2710,10958737,"UoB FinTech","2023-10-02 15:19:43",5.6036,1,giuliobellini
2711,10993479,"Jiang Anqing","2023-10-03 00:49:38",5.6036,1,peterjaq
2712,10983467,fantasycheng,"2023-10-03 02:32:40",5.6036,1,fantasycheng
2713,11005192,KSJ222,"2023-10-03 10:48:13",5.6036,1,ksj222
2714,10997794,pappoo,"2023-10-03 13:09:26",5.6036,1,pappoo
2715,10960549,"Bhargav Kowshik","2023-10-03 18:17:43",5.6036,1,bkowshik
2716,10989143,pa1973,"2023-10-03 19:07:51",5.6036,1,pa1973
2717,11002093,"Rohith Kokkula","2023-10-04 20:00:09",5.6036,1,kokkula
2718,10960111,"Roman Yakunin","2023-10-05 04:47:19",5.6036,1,megaray
2719,11010060,Aimuse1,"2023-10-05 12:11:27",5.6036,1,aimuse1
2720,10973212,Dmitry.Volkov,"2023-10-05 12:20:26",5.6036,1,dmitryvolkov495
2721,11020246,"Thomas Tang","2023-10-06 07:40:28",5.6036,1,zhenjietang
2722,11022628,"Lucas Boesen","2023-10-08 22:24:48",5.6036,2,lucasboesen
2723,11026988,TianMing,"2023-10-07 06:36:51",5.6036,1,potonglantie93
2724,11023822,"Congo Johnny Depp","2023-10-07 10:04:00",5.6036,1,congojohnnydepp
2725,10974106,DiegoRestrepoLeal,"2023-10-17 11:38:49",5.6036,2,diegorestrepoleal
2726,11031423,devstar3494,"2023-10-07 22:23:15",5.6036,1,mshyang
2727,11030851,"David Akre","2023-10-07 22:58:55",5.6036,1,dakre21
2728,10948519,jnwprk,"2023-10-08 03:27:40",5.6036,1,jnwprk
2729,11032927,hjuman_spider,"2023-10-08 08:21:37",5.6036,1,hjumanspider
2730,10991117,Segfault,"2023-10-08 12:31:34",5.6036,2,"andreisimionescu,toaderrares"
2731,11025421,"Ahmad Aamir Randhawa","2023-10-08 13:19:27",5.6036,2,ahmadaamirrandhawa
2732,11017835,"Shijia Bian","2023-10-08 18:49:08",5.6036,1,shijiabian
2733,10955837,Dergach,"2023-10-08 20:34:59",5.6036,1,"artemshuvalov,sergeysmalkov"
2734,11026821,stnick,"2023-10-08 20:38:14",5.6036,1,stnick
2735,10945408,"Xiang Huang","2023-10-09 01:27:05",5.6036,1,xianghuang666
2736,11025247,ambrul,"2023-10-09 14:41:21",5.6036,2,ambrul
2737,11040749,iadejumo,"2023-10-09 18:37:00",5.6036,1,iadejumo
2738,11035847,"David ","2023-10-09 18:45:21",5.6036,1,davidkipstar
2739,11035207,"Umberto Fasci","2023-10-09 20:28:58",5.6036,1,umbertofasci
2740,10962497,Akatsuki,"2023-10-10 01:52:12",5.6036,1,"dp1500,rgshivani"
2741,11037714,ckckck123456,"2023-10-11 04:34:24",5.6036,2,ckckck123456
2742,10965700,"Tarun Chandrasekhar","2023-10-10 07:37:14",5.6036,1,tarunchandrasekhar
2743,11013126,"John Birch","2023-10-10 08:26:13",5.6036,1,"dmitribowgen,szizzle"
2744,10988746,Olivier,"2023-10-10 09:09:00",5.6036,1,osprangers
2745,11045507,pierriccardo,"2023-10-10 09:59:12",5.6036,1,pierriccardo
2746,11045711,pirokishi,"2023-10-10 10:45:25",5.6036,1,pirokishi
2747,10958383,"XianYao Jiang","2023-10-10 11:53:45",5.6036,1,xianyaojiang
2748,11050468,"Dhruv Kumar","2023-10-11 05:55:29",5.6036,1,dkjnv2786
2749,11018360,GMAT,"2023-11-17 00:19:38",5.6036,2,"andreastriantafyllos,giomou"
2750,11042850,"Wei Miao","2023-10-12 21:30:54",5.6036,1,weimiao1993
2751,10956396,dingboy,"2023-10-13 09:47:16",5.6036,2,dingboy
2752,11058341,"Jonas Kreutz","2023-10-13 10:14:10",5.6036,1,jonaskreutz
2753,11046396,emmaguo,"2023-10-13 12:24:55",5.6036,1,emmaguo
2754,10996884,"Ohene Akuoku","2023-10-13 16:20:22",5.6036,1,sbfx1980
2755,11065868,tamar,"2023-10-13 23:46:25",5.6036,1,tamar1
2756,11066211,athyssen,"2023-10-14 01:45:25",5.6036,1,athyssen
2757,11072114,doumoyi,"2023-10-15 11:54:14",5.6036,1,wuxu996
2758,10956835,Akash,"2023-10-15 13:46:16",5.6036,1,akashpawar10
2759,11061301,"Sumit Kumar","2023-10-15 22:20:00",5.6036,1,sumitkumar2022
2760,11076307,Dsew77,"2023-10-16 03:42:54",5.6036,1,"chuoithat,dsew77,stryker7"
2761,11062718,"Naito Taichi","2023-10-16 04:25:29",5.6036,1,naitotaichi
2762,11072771,"Wak Leng Gazy","2023-10-16 09:07:41",5.6036,1,waklenggazy
2763,10970004,"Maksim Pripadchev","2023-10-16 13:32:41",5.6036,1,maksimlansky
2764,10968038,"Thicc bois","2023-10-17 21:55:42",5.6036,1,"fergusohanlon,lukeconnolly1"
2765,11069436,"Le Bui Huu Phuc","2023-10-18 03:43:26",5.6036,1,lebuihuuphuc
2766,11035461,"Tarun Mankani","2023-10-18 19:29:52",5.6036,1,tarunmankani
2767,11070722,"Shubh H. Desai","2023-10-19 03:39:33",5.6036,1,shubhhdesai
2768,11006331,"Dheeraj Mukirala_9","2023-10-19 03:48:34",5.6036,1,dheerajmukirala9
2769,11095656,Michal71,"2023-10-19 06:53:15",5.6036,1,michal71
2770,11084919,"Akash Patil","2023-10-19 07:20:38",5.6036,1,skyconfetti
2771,10976891,ZIxinLiu,"2023-10-19 07:53:00",5.6036,1,learningman
2772,10964460,TooruOonuma,"2023-10-19 08:39:45",5.6036,1,sirokujira
2773,11031337,"Vivek Golani","2023-10-19 09:37:21",5.6036,2,vivekgolani
2774,11018215,sans-sehgal,"2023-10-19 09:42:46",5.6036,2,sanssehgal
2775,11083079,"Sourav Patil","2023-10-19 10:31:12",5.6036,2,souravpatil390
2776,11076490,"Anujay Ghosh","2023-10-19 10:21:59",5.6036,1,anujayghosh
2777,11096756,JayaramCS,"2023-10-19 10:43:26",5.6036,1,jayaramcs
2778,11076599,Nikhil_Desha,"2023-10-19 10:55:36",5.6036,1,nikhildesha
2779,11081483,"Kushaal Anand Rana","2023-10-19 11:06:42",5.6036,2,kushaalanandrana
2780,11070342,"Aliakbar Mevliwala","2023-10-19 11:03:28",5.6036,1,aliakbarmevliwala
2781,11096811,"Akash Patil #2","2023-10-19 11:11:56",5.6036,2,apatil219
2782,11096848,Mehul,"2023-10-19 11:10:12",5.6036,1,mehulc
2783,11076995,"Vinanti Parikh","2023-10-19 11:12:21",5.6036,1,vinantiparikh
2784,11061775,"Saksham Pattem","2023-10-19 11:19:20",5.6036,1,saksham1818
2785,11032097,"Keshav Bhateja","2023-10-19 11:27:31",5.6036,1,keshavbhateja
2786,11018494,nithish,"2023-10-19 13:21:06",5.6036,1,onlyforworldcup
2787,11075298,"akhilesh boppana","2023-10-19 13:31:05",5.6036,1,akhileshboppana
2788,11046811,"Cheng ZHENG","2023-10-19 15:03:04",5.6036,1,zhengpq
2789,11093889,"Evion Cane","2023-10-20 11:41:10",5.6036,2,"evioncane,redicane"
2790,11033632,KumarAnand,"2023-10-20 14:46:09",5.6036,2,kumaranand
2791,11085380,oryefet,"2023-10-20 14:51:10",5.6036,1,oryefet1
2792,11042133,PJoP,"2023-10-21 07:19:33",5.6036,1,freshprincestats
2793,10946497,"Kirill Babkin","2023-10-21 10:26:04",5.6036,1,kiri11babkin
2794,11107197,"Lars ter Braak","2023-10-21 13:32:55",5.6036,1,larsterbraak
